assay_id,image_id,gene,gene name
41722,485_H1_2,ENSG00000105254,TBCB
31818,752_C5_1,ENSG00000106070,GRB10
31818,752_C5_2,ENSG00000106070,GRB10
2885,77_A7_1,ENSG00000164117,FBXO8
2885,77_A7_2,ENSG00000164117,FBXO8
38474,431_G4_3,ENSG00000049449,RCN1
38474,431_G4_4,ENSG00000049449,RCN1
4293,658_E2_1,ENSG00000100401,RANGAP1
4293,658_E2_2,ENSG00000100401,RANGAP1
50110,789_A8_1,ENSG00000100401,RANGAP1
50110,789_A8_4,ENSG00000100401,RANGAP1
7097,46_D3_1,ENSG00000127947,PTPN12
7097,46_D3_2,ENSG00000127947,PTPN12
18584,924_G6_1,ENSG00000111348,ARHGDIB
18584,924_G6_2,ENSG00000111348,ARHGDIB
3324,34_C8_1,ENSG00000155380,SLC16A1
3324,34_C8_2,ENSG00000155380,SLC16A1
17489,924_A5_1,ENSG00000155380,SLC16A1
17489,924_A5_2,ENSG00000155380,SLC16A1
30232,273_A11_1,ENSG00000135297,MTO1
30232,273_A11_2,ENSG00000135297,MTO1
27280,258_B8_1,ENSG00000097007,ABL1
27280,258_B8_2,ENSG00000097007,ABL1
28409,507_A9_1,ENSG00000097007,ABL1
28409,507_A9_2,ENSG00000097007,ABL1
28510,270_A2_2,ENSG00000160753,RUSC1
28510,270_A2_1,ENSG00000160753,RUSC1
29923,270_D6_1,ENSG00000160753,RUSC1
29923,270_D6_2,ENSG00000160753,RUSC1
43801,501_D4_1,ENSG00000164708,PGAM2
43801,501_D4_2,ENSG00000164708,PGAM2
39477,502_E2_1,ENSG00000158077,NLRP14
39477,502_E2_2,ENSG00000158077,NLRP14
19703,221_F2_1,ENSG00000103479,RBL2
19703,221_F2_2,ENSG00000103479,RBL2
41533,485_B3_2,ENSG00000103061,SLC7A6OS
41533,485_B3_3,ENSG00000103061,SLC7A6OS
39322,520_F11_1,ENSG00000111300,NAA25
39322,520_F11_3,ENSG00000111300,NAA25
26388,629_C4_1,ENSG00000079432,CIC
26388,629_C4_2,ENSG00000079432,CIC
44341,856_B12_1,ENSG00000079432,CIC
44341,856_B12_4,ENSG00000079432,CIC
20446,218_H2_1,ENSG00000189269,DRICH1
20446,218_H2_2,ENSG00000189269,DRICH1
30046,270_A7_2,ENSG00000090686,USP48
30046,270_A7_1,ENSG00000090686,USP48
67181,1237_D3_6,ENSG00000155868,MED7
67181,1237_D3_7,ENSG00000155868,MED7
31127,323_H3_3,ENSG00000196418,ZNF124
31127,323_H3_5,ENSG00000196418,ZNF124
45891,567_C6_1,ENSG00000163872,YEATS2
45891,567_C6_2,ENSG00000163872,YEATS2
17842,627_C11_1,ENSG00000136160,EDNRB
17842,627_C11_2,ENSG00000136160,EDNRB
28498,255_A7_1,ENSG00000162688,AGL
28498,255_A7_2,ENSG00000162688,AGL
19515,177_A2_1,ENSG00000106012,IQCE
19515,177_A2_2,ENSG00000106012,IQCE
46719,793_D11_1,ENSG00000131725,WDR44
46719,793_D11_2,ENSG00000131725,WDR44
4856,15_E3_1,ENSG00000138448,ITGAV
4856,15_E3_2,ENSG00000138448,ITGAV
308,710_A5_1,ENSG00000105173,CCNE1
308,710_A5_2,ENSG00000105173,CCNE1
18169,177_C1_1,ENSG00000105173,CCNE1
50977,757_D9_1,ENSG00000104131,EIF3J
50977,757_D9_3,ENSG00000104131,EIF3J
7584,1899_E3_31,ENSG00000196878,LAMB3
7584,1899_E3_32,ENSG00000196878,LAMB3
66812,1237_C7_2,ENSG00000255154,HTD2
66812,1237_C7_3,ENSG00000255154,HTD2
850,18_B1_1,ENSG00000196943,NOP9
850,18_B1_2,ENSG00000196943,NOP9
46597,790_A7_1,ENSG00000068305,MEF2A
46597,790_A7_2,ENSG00000068305,MEF2A
56563,913_B8_1,ENSG00000068305,MEF2A
56563,913_B8_2,ENSG00000068305,MEF2A
39046,521_A10_1,ENSG00000172586,CHCHD1
39046,521_A10_2,ENSG00000172586,CHCHD1
55729,911_A5_1,ENSG00000096384,HSP90AB1
55729,911_A5_2,ENSG00000096384,HSP90AB1
46767,742_B8_3,ENSG00000183617,MRPL54
46767,742_B8_4,ENSG00000183617,MRPL54
7722,28_B6_1,ENSG00000073417,PDE8A
7722,28_B6_2,ENSG00000073417,PDE8A
21667,146_G4_1,ENSG00000139718,SETD1B
21667,146_G4_2,ENSG00000139718,SETD1B
39932,481_A10_1,ENSG00000140395,SKIC8
39932,481_A10_2,ENSG00000140395,SKIC8
40065,544_H4_1,ENSG00000140395,SKIC8
40065,544_H4_2,ENSG00000140395,SKIC8
31970,790_B4_3,ENSG00000189241,TSPYL1
31970,790_B4_4,ENSG00000189241,TSPYL1
50574,793_G2_1,ENSG00000198042,MAK16
50574,793_G2_2,ENSG00000198042,MAK16
1231,28_D9_1,ENSG00000254087,LYN
1231,28_D9_2,ENSG00000254087,LYN
24756,230_A8_1,ENSG00000168172,HOOK3
24756,230_A8_2,ENSG00000168172,HOOK3
41664,481_F1_1,ENSG00000117877,POLR1G
41664,481_F1_2,ENSG00000117877,POLR1G
41734,544_A9_1,ENSG00000117877,POLR1G
41734,544_A9_2,ENSG00000117877,POLR1G
40092,419_G10_1,ENSG00000178922,HYI
40092,419_G10_3,ENSG00000178922,HYI
426,68_A9_1,ENSG00000269335,IKBKG
426,68_A9_2,ENSG00000269335,IKBKG
38082,431_D4_2,ENSG00000042317,SPATA7
38082,431_D4_3,ENSG00000042317,SPATA7
35493,398_G8_2,ENSG00000163637,PRICKLE2
35493,398_G8_3,ENSG00000163637,PRICKLE2
42511,467_G6_2,ENSG00000159871,LYPD5
42511,467_G6_3,ENSG00000159871,LYPD5
31087,330_F1_1,ENSG00000169418,NPR1
31087,330_F1_2,ENSG00000169418,NPR1
4270,666_E5_1,ENSG00000089685,BIRC5
4270,666_E5_2,ENSG00000089685,BIRC5
16562,164_D2_1,ENSG00000136986,DERL1
16562,164_D2_2,ENSG00000136986,DERL1
25071,224_E8_1,ENSG00000037637,FBXO42
25071,224_E8_2,ENSG00000037637,FBXO42
12416,636_D4_1,ENSG00000109111,SUPT6H
12416,636_D4_2,ENSG00000109111,SUPT6H
36382,757_C3_1,ENSG00000109111,SUPT6H
36382,757_C3_2,ENSG00000109111,SUPT6H
40736,754_F7_4,ENSG00000111664,GNB3
40736,754_F7_5,ENSG00000111664,GNB3
6312,9_C1_1,ENSG00000240682,ISY1
6312,9_C1_2,ENSG00000240682,ISY1
16995,166_C2_1,ENSG00000240682,ISY1
16995,166_C2_2,ENSG00000240682,ISY1
19556,183_H5_1,ENSG00000143921,ABCG8
19556,183_H5_2,ENSG00000143921,ABCG8
34625,390_E7_1,ENSG00000171004,HS6ST2
34625,390_E7_2,ENSG00000171004,HS6ST2
3531,43_A1_1,ENSG00000155463,OXA1L
3531,43_A1_2,ENSG00000155463,OXA1L
6937,9_H3_1,ENSG00000103404,USP31
6937,9_H3_2,ENSG00000103404,USP31
10570,85_D2_1,ENSG00000163840,DTX3L
10570,85_D2_2,ENSG00000163840,DTX3L
4021,71_F4_1,ENSG00000275023,MLLT6
4021,71_F4_2,ENSG00000275023,MLLT6
24639,249_F2_1,ENSG00000067533,RRP15
24639,249_F2_2,ENSG00000067533,RRP15
9794,992_A9_1,ENSG00000087274,ADD1
9794,992_A9_2,ENSG00000087274,ADD1
35873,820_G7_1,ENSG00000087274,ADD1
35873,820_G7_4,ENSG00000087274,ADD1
39138,521_D10_1,ENSG00000163827,LRRC2
39138,521_D10_2,ENSG00000163827,LRRC2
41783,484_H7_5,ENSG00000115282,TTC31
41783,484_H7_6,ENSG00000115282,TTC31
12180,610_H1_1,ENSG00000184900,SUMO3
12180,610_H1_2,ENSG00000184900,SUMO3
42123,754_E8_4,ENSG00000184900,SUMO3
42123,754_E8_5,ENSG00000184900,SUMO3
48064,791_F1_1,ENSG00000184900,SUMO3
48064,791_F1_2,ENSG00000184900,SUMO3
8216,68_E6_1,ENSG00000101310,SEC23B
8216,68_E6_2,ENSG00000101310,SEC23B
18173,149_B7_1,ENSG00000164284,GRPEL2
18173,149_B7_2,ENSG00000164284,GRPEL2
23211,192_B8_1,ENSG00000164284,GRPEL2
23211,192_B8_2,ENSG00000164284,GRPEL2
30711,554_H9_1,ENSG00000102030,NAA10
30711,554_H9_2,ENSG00000102030,NAA10
24229,180_D11_1,ENSG00000125449,ARMC7
24229,180_D11_2,ENSG00000125449,ARMC7
3750,71_F2_1,ENSG00000111880,RNGTT
3750,71_F2_2,ENSG00000111880,RNGTT
19130,155_H11_1,ENSG00000265491,RNF115
19130,155_H11_2,ENSG00000265491,RNF115
30813,323_B10_1,ENSG00000168310,IRF2
30813,323_B10_2,ENSG00000168310,IRF2
32306,924_G8_1,ENSG00000168310,IRF2
32306,924_G8_2,ENSG00000168310,IRF2
57327,1242_H2_3,ENSG00000168310,IRF2
57327,1242_H2_4,ENSG00000168310,IRF2
818,169_G2_1,ENSG00000100284,TOM1
818,169_G2_2,ENSG00000100284,TOM1
43975,506_A10_1,ENSG00000161010,MRNIP
43975,506_A10_2,ENSG00000161010,MRNIP
34517,397_G5_1,ENSG00000135940,COX5B
34517,397_G5_2,ENSG00000135940,COX5B
23153,215_D2_1,ENSG00000104679,R3HCC1
23153,215_D2_2,ENSG00000104679,R3HCC1
39911,454_C6_1,ENSG00000186666,BCDIN3D
39911,454_C6_2,ENSG00000186666,BCDIN3D
43848,545_A4_1,ENSG00000236104,ZBTB22
43848,545_A4_2,ENSG00000236104,ZBTB22
21536,246_B7_1,ENSG00000136141,LRCH1
21536,246_B7_2,ENSG00000136141,LRCH1
44281,522_D4_1,ENSG00000117410,ATP6V0B
44281,522_D4_3,ENSG00000117410,ATP6V0B
35671,397_G2_1,ENSG00000109684,CLNK
35671,397_G2_2,ENSG00000109684,CLNK
8210,1625_A7_1,ENSG00000138623,SEMA7A
8210,1625_A7_2,ENSG00000138623,SEMA7A
39975,584_H11_1,ENSG00000138587,MNS1
39975,584_H11_2,ENSG00000138587,MNS1
4194,9_B10_1,ENSG00000157837,SPPL3
4194,9_B10_2,ENSG00000157837,SPPL3
11384,85_B11_1,ENSG00000181163,NPM1
11384,85_B11_2,ENSG00000181163,NPM1
12983,665_C10_1,ENSG00000181163,NPM1
12983,665_C10_2,ENSG00000181163,NPM1
44980,545_E7_1,ENSG00000124422,USP22
44980,545_E7_2,ENSG00000124422,USP22
36506,408_A6_1,ENSG00000048162,NOP16
36506,408_A6_2,ENSG00000048162,NOP16
27143,218_H8_1,ENSG00000116191,RALGPS2
27143,218_H8_2,ENSG00000116191,RALGPS2
28328,301_A5_1,ENSG00000116191,RALGPS2
28328,301_A5_2,ENSG00000116191,RALGPS2
8176,74_B10_1,ENSG00000104805,NUCB1
8176,74_B10_2,ENSG00000104805,NUCB1
645,40_E1_1,ENSG00000090061,CCNK
645,40_E1_2,ENSG00000090061,CCNK
41219,502_E9_1,ENSG00000051108,HERPUD1
41219,502_E9_2,ENSG00000051108,HERPUD1
40058,419_F11_1,ENSG00000128915,ICE2
40058,419_F11_2,ENSG00000128915,ICE2
18673,115_A2_1,ENSG00000081923,ATP8B1
18673,115_A2_2,ENSG00000081923,ATP8B1
38822,419_B2_4,ENSG00000121440,PDZRN3
38822,419_B2_5,ENSG00000121440,PDZRN3
37752,450_A3_2,ENSG00000189319,FAM53B
37752,450_A3_3,ENSG00000189319,FAM53B
6314,9_C7_1,ENSG00000140694,PARN
6314,9_C7_2,ENSG00000140694,PARN
64763,1241_G8_2,ENSG00000174282,ZBTB4
64763,1241_G8_5,ENSG00000174282,ZBTB4
18955,152_F5_1,ENSG00000011275,RNF216
18955,152_F5_2,ENSG00000011275,RNF216
67381,1237_B2_4,ENSG00000177479,ARIH2
67381,1237_B2_6,ENSG00000177479,ARIH2
69715,1336_B12_1,ENSG00000177479,ARIH2
69715,1336_B12_2,ENSG00000177479,ARIH2
22236,1252_E8_2,ENSG00000153922,CHD1
22236,1252_E8_4,ENSG00000153922,CHD1
8926,43_F11_1,ENSG00000186834,HEXIM1
8926,43_F11_2,ENSG00000186834,HEXIM1
11625,636_G1_1,ENSG00000186834,HEXIM1
11625,636_G1_2,ENSG00000186834,HEXIM1
71254,1400_A10_1,ENSG00000115750,TAF1B
71254,1400_A10_2,ENSG00000115750,TAF1B
5799,43_D7_1,ENSG00000135111,TBX3
5799,43_D7_2,ENSG00000135111,TBX3
26119,708_H4_2,ENSG00000145730,PAM
26119,708_H4_3,ENSG00000145730,PAM
42260,755_B3_1,ENSG00000145730,PAM
42260,755_B3_2,ENSG00000145730,PAM
34263,923_G4_1,ENSG00000116918,TSNAX
34263,923_G4_4,ENSG00000116918,TSNAX
16358,952_G12_1,ENSG00000186318,BACE1
16358,952_G12_2,ENSG00000186318,BACE1
40981,396_B3_1,ENSG00000125821,DTD1
40981,396_B3_2,ENSG00000125821,DTD1
48737,791_C11_1,ENSG00000185515,BRCC3
48737,791_C11_2,ENSG00000185515,BRCC3
28360,284_F11_1,ENSG00000105755,ETHE1
28360,284_F11_2,ENSG00000105755,ETHE1
29028,569_F8_1,ENSG00000105755,ETHE1
29028,569_F8_2,ENSG00000105755,ETHE1
29029,409_A10_1,ENSG00000105755,ETHE1
29029,409_A10_2,ENSG00000105755,ETHE1
42768,477_B2_1,ENSG00000147684,NDUFB9
42768,477_B2_2,ENSG00000147684,NDUFB9
20914,177_D8_1,ENSG00000037897,METTL1
20914,177_D8_2,ENSG00000037897,METTL1
45808,629_D10_1,ENSG00000143450,OAZ3
45808,629_D10_2,ENSG00000143450,OAZ3
40086,420_A12_1,ENSG00000094914,AAAS
40086,420_A12_2,ENSG00000094914,AAAS
38076,428_G7_1,ENSG00000138688,BLTP1
38076,428_G7_2,ENSG00000138688,BLTP1
1784,52_A12_1,ENSG00000100403,ZC3H7B
1784,52_A12_2,ENSG00000100403,ZC3H7B
75134,1559_A7_2,ENSG00000169085,VXN
75134,1559_A7_3,ENSG00000169085,VXN
29456,273_C6_2,ENSG00000112977,DAP
29456,273_C6_1,ENSG00000112977,DAP
29718,295_F12_2,ENSG00000119318,RAD23B
29718,295_F12_1,ENSG00000119318,RAD23B
33868,924_F11_1,ENSG00000119318,RAD23B
33868,924_F11_2,ENSG00000119318,RAD23B
36372,404_G7_1,ENSG00000102984,ZNF821
36372,404_G7_2,ENSG00000102984,ZNF821
42742,752_H2_1,ENSG00000102984,ZNF821
42742,752_H2_2,ENSG00000102984,ZNF821
6593,9_B2_1,ENSG00000137558,PI15
6593,9_B2_2,ENSG00000137558,PI15
24142,239_G1_1,ENSG00000155313,USP25
24142,239_G1_2,ENSG00000155313,USP25
2554,40_H6_1,ENSG00000089737,DDX24
2554,40_H6_2,ENSG00000089737,DDX24
41056,793_C4_1,ENSG00000088205,DDX18
41056,793_C4_2,ENSG00000088205,DDX18
10906,952_C1_1,ENSG00000135828,RNASEL
10906,952_C1_2,ENSG00000135828,RNASEL
29507,546_E12_1,ENSG00000180354,MTURN
29507,546_E12_2,ENSG00000180354,MTURN
11618,610_B6_1,ENSG00000124486,USP9X
11618,610_B6_2,ENSG00000124486,USP9X
36049,416_C2_1,ENSG00000155034,FBXL18
36049,416_C2_2,ENSG00000155034,FBXL18
21374,146_D7_1,ENSG00000157637,SLC38A10
21374,146_D7_2,ENSG00000157637,SLC38A10
24631,224_B5_1,ENSG00000157637,SLC38A10
24631,224_B5_2,ENSG00000157637,SLC38A10
30816,330_E5_1,ENSG00000176769,TCERG1L
30816,330_E5_2,ENSG00000176769,TCERG1L
20704,611_E9_1,ENSG00000204463,BAG6
20704,611_E9_2,ENSG00000204463,BAG6
53291,879_F2_1,ENSG00000204463,BAG6
53291,879_F2_2,ENSG00000204463,BAG6
43206,755_A3_3,ENSG00000108055,SMC3
43206,755_A3_4,ENSG00000108055,SMC3
39828,579_D1_1,ENSG00000007541,PIGQ
39828,579_D1_2,ENSG00000007541,PIGQ
20119,535_A9_1,ENSG00000128607,KLHDC10
20119,535_A9_2,ENSG00000128607,KLHDC10
11489,636_A2_1,ENSG00000152291,TGOLN2
11489,636_A2_3,ENSG00000152291,TGOLN2
12609,97_G6_1,ENSG00000152291,TGOLN2
12609,97_G6_2,ENSG00000152291,TGOLN2
12723,97_F4_1,ENSG00000152291,TGOLN2
12723,97_F4_2,ENSG00000152291,TGOLN2
40547,386_E2_1,ENSG00000213366,GSTM2
40547,386_E2_2,ENSG00000213366,GSTM2
39075,485_G12_1,ENSG00000102763,VWA8
39075,485_G12_7,ENSG00000102763,VWA8
21942,189_A3_1,ENSG00000147381,MAGEA4
21942,189_A3_2,ENSG00000147381,MAGEA4
12565,133_A10_1,ENSG00000026950,BTN3A1
12565,133_A10_2,ENSG00000026950,BTN3A1
8425,68_A7_1,ENSG00000135624,CCT7
8425,68_A7_2,ENSG00000135624,CCT7
38798,449_D11_1,ENSG00000114767,RRP9
38798,449_D11_2,ENSG00000114767,RRP9
28482,1238_H8_4,ENSG00000162851,TFB2M
28482,1238_H8_5,ENSG00000162851,TFB2M
28554,1769_D6_3_cr5950e6c57c3a6,ENSG00000162851,TFB2M
28554,1769_D6_13_cr5950e6c57b8a1,ENSG00000162851,TFB2M
39663,506_A9_1,ENSG00000133641,C12orf29
39663,506_A9_3,ENSG00000133641,C12orf29
43643,501_A5_1,ENSG00000116138,DNAJC16
43643,501_A5_2,ENSG00000116138,DNAJC16
6725,18_G11_1,ENSG00000172613,RAD9A
6725,18_G11_2,ENSG00000172613,RAD9A
16496,133_H3_1,ENSG00000086232,EIF2AK1
16496,133_H3_2,ENSG00000086232,EIF2AK1
32200,924_F8_1,ENSG00000137309,HMGA1
32200,924_F8_2,ENSG00000137309,HMGA1
635,52_B8_1,ENSG00000100292,HMOX1
635,52_B8_2,ENSG00000100292,HMOX1
27389,206_G3_1,ENSG00000123131,PRDX4
27389,206_G3_2,ENSG00000123131,PRDX4
47362,644_C4_1,ENSG00000123131,PRDX4
47362,644_C4_2,ENSG00000123131,PRDX4
18888,155_H6_1,ENSG00000170581,STAT2
18888,155_H6_2,ENSG00000170581,STAT2
35529,580_G8_1,ENSG00000115145,STAM2
35529,580_G8_2,ENSG00000115145,STAM2
51324,792_B7_1,ENSG00000112079,STK38
51324,792_B7_2,ENSG00000112079,STK38
47973,821_B9_1,ENSG00000158458,NRG2
47973,821_B9_2,ENSG00000158458,NRG2
8094,629_E7_2,ENSG00000166949,SMAD3
8094,629_E7_4,ENSG00000166949,SMAD3
38489,445_E1_1,ENSG00000150433,TMEM218
38489,445_E1_2,ENSG00000150433,TMEM218
41189,584_F6_1,ENSG00000180573,H2AC6
41189,584_F6_2,ENSG00000180573,H2AC6
45156,544_G12_1,ENSG00000105258,POLR2I
45156,544_G12_2,ENSG00000105258,POLR2I
21557,189_D1_1,ENSG00000176994,SMCR8
21557,189_D1_2,ENSG00000176994,SMCR8
24646,604_D1_1,ENSG00000176994,SMCR8
24646,604_D1_2,ENSG00000176994,SMCR8
44700,522_G3_1,ENSG00000040275,SPDL1
44700,522_G3_2,ENSG00000040275,SPDL1
29273,295_G6_1,ENSG00000196235,SUPT5H
29273,295_G6_2,ENSG00000196235,SUPT5H
34370,953_A4_1,ENSG00000196235,SUPT5H
34370,953_A4_2,ENSG00000196235,SUPT5H
41019,510_E2_1,ENSG00000124222,STX16
41019,510_E2_2,ENSG00000124222,STX16
42033,754_C12_1,ENSG00000124222,STX16
42033,754_C12_2,ENSG00000124222,STX16
11272,85_H11_1,ENSG00000135046,ANXA1
11272,85_H11_2,ENSG00000135046,ANXA1
13023,636_E11_3,ENSG00000135046,ANXA1
13023,636_E11_4,ENSG00000135046,ANXA1
35987,265_B3_1,ENSG00000135046,ANXA1
35987,265_B3_2,ENSG00000135046,ANXA1
11662,610_H9_1,ENSG00000125347,IRF1
11662,610_H9_2,ENSG00000125347,IRF1
27114,508_A11_2,ENSG00000120262,CCDC170
27114,508_A11_3,ENSG00000120262,CCDC170
36671,404_D7_1,ENSG00000174173,TRMT10C
36671,404_D7_2,ENSG00000174173,TRMT10C
37504,408_D12_1,ENSG00000087206,UIMC1
37504,408_D12_2,ENSG00000087206,UIMC1
9572,923_A6_1,ENSG00000095002,MSH2
9572,923_A6_2,ENSG00000095002,MSH2
36774,408_D7_1,ENSG00000163623,NKX6-1
36774,408_D7_2,ENSG00000163623,NKX6-1
6148,37_G6_1,ENSG00000004478,FKBP4
6148,37_G6_2,ENSG00000004478,FKBP4
13505,629_E4_1,ENSG00000168939,SPRY3
13505,629_E4_2,ENSG00000168939,SPRY3
47325,644_E4_1,ENSG00000145384,FABP2
47325,644_E4_2,ENSG00000145384,FABP2
47326,953_D11_1,ENSG00000145384,FABP2
47326,953_D11_2,ENSG00000145384,FABP2
42973,789_G5_4,ENSG00000057663,ATG5
42973,789_G5_6,ENSG00000057663,ATG5
20071,183_H6_1,ENSG00000184545,DUSP8
20071,183_H6_2,ENSG00000184545,DUSP8
22012,146_C12_1,ENSG00000115129,TP53I3
22012,146_C12_2,ENSG00000115129,TP53I3
42125,751_G11_1,ENSG00000173480,ZNF417
42125,751_G11_2,ENSG00000173480,ZNF417
20240,298_B4_2,ENSG00000087074,PPP1R15A
20240,298_B4_1,ENSG00000087074,PPP1R15A
63337,1769_A8_8_cr59e0801e38b23,ENSG00000249751,ECSCR
63337,1769_A8_13_cr5950e8f2adc9e,ENSG00000249751,ECSCR
21788,535_D10_2,ENSG00000138398,PPIG
21788,535_D10_4,ENSG00000138398,PPIG
61290,1241_F4_4,ENSG00000145861,C1QTNF2
61290,1241_F4_6,ENSG00000145861,C1QTNF2
19044,115_G10_1,ENSG00000003402,CFLAR
19044,115_G10_2,ENSG00000003402,CFLAR
22157,627_H8_1,ENSG00000003402,CFLAR
22157,627_H8_2,ENSG00000003402,CFLAR
25216,633_G4_1,ENSG00000003402,CFLAR
25216,633_G4_2,ENSG00000003402,CFLAR
1399,28_D7_1,ENSG00000196839,ADA
1399,28_D7_2,ENSG00000196839,ADA
52591,821_F10_1,ENSG00000153487,ING1
52591,821_F10_2,ENSG00000153487,ING1
24689,239_C9_1,ENSG00000185015,CA13
24689,239_C9_2,ENSG00000185015,CA13
1521,61_E9_1,ENSG00000256683,ZNF350
1521,61_E9_2,ENSG00000256683,ZNF350
2140,710_F12_3,ENSG00000124207,CSE1L
2140,710_F12_4,ENSG00000124207,CSE1L
35582,397_B5_2,ENSG00000147255,IGSF1
35582,397_B5_4,ENSG00000147255,IGSF1
23117,192_C5_1,ENSG00000147677,EIF3H
23117,192_C5_2,ENSG00000147677,EIF3H
31742,390_D3_1,ENSG00000187583,PLEKHN1
31742,390_D3_2,ENSG00000187583,PLEKHN1
15015,121_H10_1,ENSG00000142186,SCYL1
15015,121_H10_2,ENSG00000142186,SCYL1
56873,913_B10_2,ENSG00000143811,PYCR2
56873,913_B10_4,ENSG00000143811,PYCR2
38444,449_G3_1,ENSG00000107669,ATE1
38444,449_G3_2,ENSG00000107669,ATE1
57549,1242_A2_5,ENSG00000107669,ATE1
57549,1242_A2_8,ENSG00000107669,ATE1
21251,246_B12_1,ENSG00000136881,BAAT
21251,246_B12_2,ENSG00000136881,BAAT
7296,9_F11_1,ENSG00000176371,ZSCAN2
7296,9_F11_2,ENSG00000176371,ZSCAN2
35255,370_B11_1,ENSG00000004838,ZMYND10
35255,370_B11_2,ENSG00000004838,ZMYND10
18856,149_E10_1,ENSG00000089916,GPATCH2L
18856,149_E10_2,ENSG00000089916,GPATCH2L
36792,636_B10_1,ENSG00000162869,PPP1R21
36792,636_B10_2,ENSG00000162869,PPP1R21
47403,616_G8_1,ENSG00000134686,PHC2
47403,616_G8_2,ENSG00000134686,PHC2
19951,221_B8_1,ENSG00000184924,PTRHD1
19951,221_B8_2,ENSG00000184924,PTRHD1
15942,612_A4_3,ENSG00000165416,SUGT1
15942,612_A4_5,ENSG00000165416,SUGT1
36913,430_E9_3,ENSG00000112972,HMGCS1
36913,430_E9_4,ENSG00000112972,HMGCS1
22793,221_B12_1,ENSG00000125651,GTF2F1
22793,221_B12_2,ENSG00000125651,GTF2F1
