assay_id,image_id,gene,gene name
1472,60_E6_1,ENSG00000124092,CTCFL
1472,60_E6_2,ENSG00000124092,CTCFL
31212,405_B3_1,ENSG00000124749,COL21A1
31212,405_B3_3,ENSG00000124749,COL21A1
24841,259_B10_1,ENSG00000167447,SMG8
24841,259_B10_2,ENSG00000167447,SMG8
43232,862_A4_1,ENSG00000189064,GAGE2A
43232,862_A4_2,ENSG00000189064,GAGE2A
23004,190_A2_1,ENSG00000125319,HROB
23004,190_A2_2,ENSG00000125319,HROB
34736,608_E4_1,ENSG00000179021,C3orf38
34736,608_E4_2,ENSG00000179021,C3orf38
34726,380_B12_1,ENSG00000144362,PHOSPHO2
34726,380_B12_2,ENSG00000144362,PHOSPHO2
6738,69_E5_1,ENSG00000136807,CDK9
6738,69_E5_2,ENSG00000136807,CDK9
50530,816_F9_1,ENSG00000112186,CAP2
50530,816_F9_2,ENSG00000112186,CAP2
20291,234_D4_3,ENSG00000119705,SLIRP
20291,234_D4_4,ENSG00000119705,SLIRP
31251,326_E6_1,ENSG00000187961,KLHL17
31251,326_E6_2,ENSG00000187961,KLHL17
35121,378_D5_1,ENSG00000115616,SLC9A2
35121,378_D5_2,ENSG00000115616,SLC9A2
7754,638_D9_1,ENSG00000104814,MAP4K1
7754,638_D9_2,ENSG00000104814,MAP4K1
24122,196_C4_2,ENSG00000006652,IFRD1
24122,196_C4_1,ENSG00000006652,IFRD1
28977,319_C2_1,ENSG00000196152,ZNF79
28977,319_C2_2,ENSG00000196152,ZNF79
37896,434_G1_1,ENSG00000037474,NSUN2
37896,434_G1_2,ENSG00000037474,NSUN2
36162,393_E6_1,ENSG00000158411,MITD1
36162,393_E6_2,ENSG00000158411,MITD1
36163,593_E9_1,ENSG00000158411,MITD1
36163,593_E9_2,ENSG00000158411,MITD1
11827,617_A8_4,ENSG00000184402,SS18L1
11827,617_A8_5,ENSG00000184402,SS18L1
17292,138_A9_1,ENSG00000176597,B3GNT5
17292,138_A9_2,ENSG00000176597,B3GNT5
41722,488_H1_1,ENSG00000105254,TBCB
41722,488_H1_2,ENSG00000105254,TBCB
2885,78_A7_1,ENSG00000164117,FBXO8
2885,78_A7_2,ENSG00000164117,FBXO8
38812,486_F12_1,ENSG00000124243,BCAS4
38812,486_F12_2,ENSG00000124243,BCAS4
38474,437_G4_1,ENSG00000049449,RCN1
38474,437_G4_2,ENSG00000049449,RCN1
4293,659_E2_2,ENSG00000100401,RANGAP1
4293,659_E2_3,ENSG00000100401,RANGAP1
50110,899_A8_2,ENSG00000100401,RANGAP1
50110,899_A8_3,ENSG00000100401,RANGAP1
7097,45_D3_1,ENSG00000127947,PTPN12
7097,45_D3_2,ENSG00000127947,PTPN12
18584,971_G6_1,ENSG00000111348,ARHGDIB
18584,971_G6_2,ENSG00000111348,ARHGDIB
3324,33_C8_1,ENSG00000155380,SLC16A1
3324,33_C8_2,ENSG00000155380,SLC16A1
17489,971_A5_1,ENSG00000155380,SLC16A1
17489,971_A5_2,ENSG00000155380,SLC16A1
30232,274_A11_1,ENSG00000135297,MTO1
30232,274_A11_2,ENSG00000135297,MTO1
27280,259_B8_1,ENSG00000097007,ABL1
27280,259_B8_2,ENSG00000097007,ABL1
28409,511_A9_1,ENSG00000097007,ABL1
28409,511_A9_2,ENSG00000097007,ABL1
28510,271_A2_1,ENSG00000160753,RUSC1
28510,271_A2_2,ENSG00000160753,RUSC1
29923,271_D6_1,ENSG00000160753,RUSC1
29923,271_D6_2,ENSG00000160753,RUSC1
39477,557_E2_1,ENSG00000158077,NLRP14
39477,557_E2_2,ENSG00000158077,NLRP14
43991,733_E1_1,ENSG00000244274,DBNDD2
43991,733_E1_2,ENSG00000244274,DBNDD2
19703,222_F2_1,ENSG00000103479,RBL2
19703,222_F2_2,ENSG00000103479,RBL2
41533,488_B3_1,ENSG00000103061,SLC7A6OS
41533,488_B3_2,ENSG00000103061,SLC7A6OS
43327,474_C5_1,ENSG00000189127,ANKRD34B
43327,474_C5_2,ENSG00000189127,ANKRD34B
39322,523_F11_1,ENSG00000111300,NAA25
39322,523_F11_3,ENSG00000111300,NAA25
26388,625_C4_1,ENSG00000079432,CIC
26388,625_C4_4,ENSG00000079432,CIC
30046,271_A7_2,ENSG00000090686,USP48
30046,271_A7_1,ENSG00000090686,USP48
57253,956_H5_2,ENSG00000152784,PRDM8
57253,956_H5_3,ENSG00000152784,PRDM8
31127,326_H3_1,ENSG00000196418,ZNF124
31127,326_H3_2,ENSG00000196418,ZNF124
35747,436_F5_4,ENSG00000171757,LRRC34
35747,436_F5_5,ENSG00000171757,LRRC34
45891,559_C6_1,ENSG00000163872,YEATS2
45891,559_C6_2,ENSG00000163872,YEATS2
17842,623_C11_1,ENSG00000136160,EDNRB
17842,623_C11_4,ENSG00000136160,EDNRB
28498,256_A7_1,ENSG00000162688,AGL
28498,256_A7_2,ENSG00000162688,AGL
54340,877_D6_1,ENSG00000162688,AGL
54340,877_D6_2,ENSG00000162688,AGL
19515,178_A2_2,ENSG00000106012,IQCE
19515,178_A2_1,ENSG00000106012,IQCE
46719,800_D11_1,ENSG00000131725,WDR44
46719,800_D11_2,ENSG00000131725,WDR44
4856,11_E3_1,ENSG00000138448,ITGAV
4856,11_E3_2,ENSG00000138448,ITGAV
308,673_A5_1,ENSG00000105173,CCNE1
308,673_A5_2,ENSG00000105173,CCNE1
18169,178_C1_1,ENSG00000105173,CCNE1
50977,769_D9_1,ENSG00000104131,EIF3J
50977,769_D9_4,ENSG00000104131,EIF3J
64616,1247_F2_2,ENSG00000102243,VGLL1
64616,1247_F2_3,ENSG00000102243,VGLL1
46597,816_A7_1,ENSG00000068305,MEF2A
46597,816_A7_3,ENSG00000068305,MEF2A
39046,436_A10_4,ENSG00000172586,CHCHD1
39046,436_A10_6,ENSG00000172586,CHCHD1
7722,27_B6_1,ENSG00000073417,PDE8A
7722,27_B6_2,ENSG00000073417,PDE8A
21667,147_G4_1,ENSG00000139718,SETD1B
21667,147_G4_2,ENSG00000139718,SETD1B
39932,487_A10_1,ENSG00000140395,SKIC8
39932,487_A10_3,ENSG00000140395,SKIC8
40065,571_H4_1,ENSG00000140395,SKIC8
40065,571_H4_2,ENSG00000140395,SKIC8
31970,816_B4_1,ENSG00000189241,TSPYL1
31970,816_B4_5,ENSG00000189241,TSPYL1
50574,800_G2_2,ENSG00000198042,MAK16
50574,800_G2_3,ENSG00000198042,MAK16
1231,27_D9_1,ENSG00000254087,LYN
1231,27_D9_2,ENSG00000254087,LYN
50008,837_E1_1,ENSG00000173546,CSPG4
50008,837_E1_2,ENSG00000173546,CSPG4
24756,231_A8_1,ENSG00000168172,HOOK3
24756,231_A8_2,ENSG00000168172,HOOK3
41664,487_F1_1,ENSG00000117877,POLR1G
41664,487_F1_2,ENSG00000117877,POLR1G
41734,571_A9_1,ENSG00000117877,POLR1G
41734,571_A9_2,ENSG00000117877,POLR1G
40092,471_G10_1,ENSG00000178922,HYI
40092,471_G10_2,ENSG00000178922,HYI
426,69_A9_1,ENSG00000269335,IKBKG
426,69_A9_2,ENSG00000269335,IKBKG
15701,128_F3_1,ENSG00000152822,GRM1
15701,128_F3_2,ENSG00000152822,GRM1
38082,437_D4_1,ENSG00000042317,SPATA7
38082,437_D4_2,ENSG00000042317,SPATA7
22532,222_G11_1,ENSG00000154760,SLFN13
22532,222_G11_2,ENSG00000154760,SLFN13
35493,389_G8_1,ENSG00000163637,PRICKLE2
35493,389_G8_2,ENSG00000163637,PRICKLE2
42511,460_G6_1,ENSG00000159871,LYPD5
42511,460_G6_2,ENSG00000159871,LYPD5
4270,671_E5_1,ENSG00000089685,BIRC5
4270,671_E5_2,ENSG00000089685,BIRC5
16562,131_D2_1,ENSG00000136986,DERL1
16562,131_D2_2,ENSG00000136986,DERL1
25071,261_E8_1,ENSG00000037637,FBXO42
25071,261_E8_2,ENSG00000037637,FBXO42
12416,638_D4_1,ENSG00000109111,SUPT6H
12416,638_D4_3,ENSG00000109111,SUPT6H
40736,813_F7_1,ENSG00000111664,GNB3
40736,813_F7_4,ENSG00000111664,GNB3
6312,8_C1_1,ENSG00000240682,ISY1
6312,8_C1_2,ENSG00000240682,ISY1
16995,138_C2_1,ENSG00000240682,ISY1
16995,138_C2_2,ENSG00000240682,ISY1
16894,131_C9_1,ENSG00000160255,ITGB2
16894,131_C9_2,ENSG00000160255,ITGB2
3531,42_A1_1,ENSG00000155463,OXA1L
3531,42_A1_2,ENSG00000155463,OXA1L
6937,8_H3_1,ENSG00000103404,USP31
6937,8_H3_2,ENSG00000103404,USP31
10570,997_F2_1,ENSG00000163840,DTX3L
10570,997_F2_2,ENSG00000163840,DTX3L
4021,72_F4_1,ENSG00000275023,MLLT6
4021,72_F4_2,ENSG00000275023,MLLT6
24639,290_F2_1,ENSG00000067533,RRP15
24639,290_F2_2,ENSG00000067533,RRP15
41783,489_H7_4,ENSG00000115282,TTC31
41783,489_H7_5,ENSG00000115282,TTC31
12180,617_H1_1,ENSG00000184900,SUMO3
12180,617_H1_2,ENSG00000184900,SUMO3
42123,813_E8_2,ENSG00000184900,SUMO3
42123,813_E8_4,ENSG00000184900,SUMO3
48064,798_F1_1,ENSG00000184900,SUMO3
48064,798_F1_2,ENSG00000184900,SUMO3
8216,69_E6_1,ENSG00000101310,SEC23B
8216,69_E6_2,ENSG00000101310,SEC23B
18173,150_B7_1,ENSG00000164284,GRPEL2
18173,150_B7_2,ENSG00000164284,GRPEL2
23211,193_B8_1,ENSG00000164284,GRPEL2
23211,193_B8_2,ENSG00000164284,GRPEL2
30711,560_H9_1,ENSG00000102030,NAA10
30711,560_H9_2,ENSG00000102030,NAA10
24229,181_D11_1,ENSG00000125449,ARMC7
24229,181_D11_2,ENSG00000125449,ARMC7
19130,199_H11_1,ENSG00000265491,RNF115
19130,199_H11_2,ENSG00000265491,RNF115
30813,326_B10_3,ENSG00000168310,IRF2
30813,326_B10_4,ENSG00000168310,IRF2
32306,971_G8_1,ENSG00000168310,IRF2
32306,971_G8_2,ENSG00000168310,IRF2
57327,1005_B6_1,ENSG00000168310,IRF2
57327,1005_B6_2,ENSG00000168310,IRF2
818,170_G2_1,ENSG00000100284,TOM1
818,170_G2_2,ENSG00000100284,TOM1
43975,555_A10_1,ENSG00000161010,MRNIP
43975,555_A10_2,ENSG00000161010,MRNIP
34517,380_G5_1,ENSG00000135940,COX5B
34517,380_G5_2,ENSG00000135940,COX5B
23153,216_D2_1,ENSG00000104679,R3HCC1
23153,216_D2_2,ENSG00000104679,R3HCC1
39911,456_C6_1,ENSG00000186666,BCDIN3D
39911,456_C6_2,ENSG00000186666,BCDIN3D
43848,526_A4_1,ENSG00000236104,ZBTB22
43848,526_A4_2,ENSG00000236104,ZBTB22
21536,187_B7_1,ENSG00000136141,LRCH1
21536,187_B7_2,ENSG00000136141,LRCH1
44281,527_D4_1,ENSG00000117410,ATP6V0B
44281,527_D4_2,ENSG00000117410,ATP6V0B
35671,380_G2_3,ENSG00000109684,CLNK
35671,380_G2_5,ENSG00000109684,CLNK
39975,570_H11_1,ENSG00000138587,MNS1
39975,570_H11_2,ENSG00000138587,MNS1
4194,8_B10_1,ENSG00000157837,SPPL3
4194,8_B10_2,ENSG00000157837,SPPL3
57285,973_D3_1,ENSG00000131153,GINS2
57285,973_D3_2,ENSG00000131153,GINS2
11384,108_B11_1,ENSG00000181163,NPM1
11384,108_B11_2,ENSG00000181163,NPM1
12983,674_C10_1,ENSG00000181163,NPM1
12983,674_C10_2,ENSG00000181163,NPM1
29043,1004_C9_4,ENSG00000031691,CENPQ
29043,1004_C9_5,ENSG00000031691,CENPQ
54965,885_H7_1,ENSG00000031691,CENPQ
54965,885_H7_2,ENSG00000031691,CENPQ
48926,876_E10_1,ENSG00000169379,ARL13B
48926,876_E10_2,ENSG00000169379,ARL13B
44980,526_E7_1,ENSG00000124422,USP22
44980,526_E7_2,ENSG00000124422,USP22
36506,406_A6_1,ENSG00000048162,NOP16
36506,406_A6_3,ENSG00000048162,NOP16
27143,219_H8_1,ENSG00000116191,RALGPS2
27143,219_H8_2,ENSG00000116191,RALGPS2
28328,342_A5_1,ENSG00000116191,RALGPS2
28328,342_A5_2,ENSG00000116191,RALGPS2
56359,917_D2_1,ENSG00000153767,GTF2E1
56359,917_D2_2,ENSG00000153767,GTF2E1
41219,557_E9_1,ENSG00000051108,HERPUD1
41219,557_E9_2,ENSG00000051108,HERPUD1
40058,471_F11_1,ENSG00000128915,ICE2
40058,471_F11_3,ENSG00000128915,ICE2
18673,116_A2_1,ENSG00000081923,ATP8B1
18673,116_A2_2,ENSG00000081923,ATP8B1
29632,593_C8_1,ENSG00000065609,SNAP91
29632,593_C8_2,ENSG00000065609,SNAP91
45288,812_H3_3,ENSG00000158195,WASF2
45288,812_H3_4,ENSG00000158195,WASF2
42607,800_B9_1,ENSG00000078177,N4BP2
42607,800_B9_2,ENSG00000078177,N4BP2
6314,8_C7_1,ENSG00000140694,PARN
6314,8_C7_2,ENSG00000140694,PARN
18955,198_F5_1,ENSG00000011275,RNF216
18955,198_F5_2,ENSG00000011275,RNF216
67196,1247_D9_6,ENSG00000129194,SOX15
67196,1247_D9_8,ENSG00000129194,SOX15
74049,1551_A4_2,ENSG00000129194,SOX15
74049,1551_A4_5,ENSG00000129194,SOX15
36059,380_F12_1,ENSG00000142002,DPP9
36059,380_F12_2,ENSG00000142002,DPP9
8926,42_F11_1,ENSG00000186834,HEXIM1
8926,42_F11_2,ENSG00000186834,HEXIM1
11625,638_G1_4,ENSG00000186834,HEXIM1
11625,638_G1_5,ENSG00000186834,HEXIM1
26119,702_H4_1,ENSG00000145730,PAM
26119,702_H4_2,ENSG00000145730,PAM
34263,921_G4_1,ENSG00000116918,TSNAX
34263,921_G4_2,ENSG00000116918,TSNAX
62415,1246_C9_2,ENSG00000236444,UBE2L5
62415,1246_C9_3,ENSG00000236444,UBE2L5
16358,947_G12_1,ENSG00000186318,BACE1
16358,947_G12_2,ENSG00000186318,BACE1
40981,393_B3_1,ENSG00000125821,DTD1
40981,393_B3_2,ENSG00000125821,DTD1
48737,798_C11_1,ENSG00000185515,BRCC3
48737,798_C11_3,ENSG00000185515,BRCC3
28360,285_F11_1,ENSG00000105755,ETHE1
28360,285_F11_2,ENSG00000105755,ETHE1
29028,563_F8_1,ENSG00000105755,ETHE1
29028,563_F8_2,ENSG00000105755,ETHE1
29029,405_A10_1,ENSG00000105755,ETHE1
29029,405_A10_2,ENSG00000105755,ETHE1
42768,475_B2_1,ENSG00000147684,NDUFB9
42768,475_B2_2,ENSG00000147684,NDUFB9
20914,178_D8_2,ENSG00000037897,METTL1
20914,178_D8_1,ENSG00000037897,METTL1
50450,827_A4_1,ENSG00000037897,METTL1
50450,827_A4_2,ENSG00000037897,METTL1
40086,413_A12_1,ENSG00000094914,AAAS
40086,413_A12_2,ENSG00000094914,AAAS
38076,440_G7_1,ENSG00000138688,BLTP1
38076,440_G7_2,ENSG00000138688,BLTP1
1784,51_A12_1,ENSG00000100403,ZC3H7B
1784,51_A12_2,ENSG00000100403,ZC3H7B
12757,136_H6_1,ENSG00000125746,EML2
12757,136_H6_2,ENSG00000125746,EML2
29456,274_C6_2,ENSG00000112977,DAP
29456,274_C6_1,ENSG00000112977,DAP
29718,296_F12_2,ENSG00000119318,RAD23B
29718,296_F12_1,ENSG00000119318,RAD23B
33868,971_F11_2,ENSG00000119318,RAD23B
33868,971_F11_3,ENSG00000119318,RAD23B
36372,407_G7_1,ENSG00000102984,ZNF821
36372,407_G7_2,ENSG00000102984,ZNF821
35587,593_A9_1,ENSG00000135722,FBXL8
35587,593_A9_2,ENSG00000135722,FBXL8
55015,886_D9_1,ENSG00000188352,FOCAD
55015,886_D9_2,ENSG00000188352,FOCAD
24142,240_G1_1,ENSG00000155313,USP25
24142,240_G1_2,ENSG00000155313,USP25
2554,39_H6_1,ENSG00000089737,DDX24
2554,39_H6_2,ENSG00000089737,DDX24
30225,335_F10_1,ENSG00000205220,PSMB10
30225,335_F10_2,ENSG00000205220,PSMB10
41056,800_C4_1,ENSG00000088205,DDX18
41056,800_C4_2,ENSG00000088205,DDX18
29507,291_E12_2,ENSG00000180354,MTURN
29507,291_E12_1,ENSG00000180354,MTURN
17322,138_B12_1,ENSG00000197601,FAR1
17322,138_B12_2,ENSG00000197601,FAR1
11618,617_B6_1,ENSG00000124486,USP9X
11618,617_B6_2,ENSG00000124486,USP9X
36049,415_C2_1,ENSG00000155034,FBXL18
36049,415_C2_3,ENSG00000155034,FBXL18
21374,147_D7_1,ENSG00000157637,SLC38A10
21374,147_D7_2,ENSG00000157637,SLC38A10
24631,261_B5_1,ENSG00000157637,SLC38A10
24631,261_B5_2,ENSG00000157637,SLC38A10
46623,747_A4_3,ENSG00000100916,BRMS1L
46623,747_A4_4,ENSG00000100916,BRMS1L
20704,618_E9_1,ENSG00000204463,BAG6
20704,618_E9_2,ENSG00000204463,BAG6
53291,862_A6_1,ENSG00000204463,BAG6
53291,862_A6_2,ENSG00000204463,BAG6
43206,814_A3_1,ENSG00000108055,SMC3
43206,814_A3_2,ENSG00000108055,SMC3
32113,1004_C6_1,ENSG00000100225,FBXO7
32113,1004_C6_2,ENSG00000100225,FBXO7
39828,591_D1_1,ENSG00000007541,PIGQ
39828,591_D1_2,ENSG00000007541,PIGQ
20119,234_A9_1,ENSG00000128607,KLHDC10
20119,234_A9_2,ENSG00000128607,KLHDC10
11489,638_A2_1,ENSG00000152291,TGOLN2
11489,638_A2_2,ENSG00000152291,TGOLN2
12609,136_G6_1,ENSG00000152291,TGOLN2
12609,136_G6_2,ENSG00000152291,TGOLN2
12723,136_F4_1,ENSG00000152291,TGOLN2
12723,136_F4_2,ENSG00000152291,TGOLN2
40547,391_E2_4,ENSG00000213366,GSTM2
40547,391_E2_5,ENSG00000213366,GSTM2
39075,488_G12_1,ENSG00000102763,VWA8
39075,488_G12_3,ENSG00000102763,VWA8
55144,886_E10_1,ENSG00000187790,FANCM
55144,886_E10_2,ENSG00000187790,FANCM
21942,190_A3_1,ENSG00000147381,MAGEA4
21942,190_A3_2,ENSG00000147381,MAGEA4
8425,69_A7_1,ENSG00000135624,CCT7
8425,69_A7_2,ENSG00000135624,CCT7
38798,455_D11_1,ENSG00000114767,RRP9
38798,455_D11_2,ENSG00000114767,RRP9
39663,555_A9_1,ENSG00000133641,C12orf29
39663,555_A9_2,ENSG00000133641,C12orf29
43643,512_A5_1,ENSG00000116138,DNAJC16
43643,512_A5_2,ENSG00000116138,DNAJC16
6725,19_G11_1,ENSG00000172613,RAD9A
6725,19_G11_2,ENSG00000172613,RAD9A
48155,733_A7_1,ENSG00000172613,RAD9A
48155,733_A7_2,ENSG00000172613,RAD9A
16496,134_H3_1,ENSG00000086232,EIF2AK1
16496,134_H3_2,ENSG00000086232,EIF2AK1
16049,131_A9_1,ENSG00000135750,KCNK1
16049,131_A9_2,ENSG00000135750,KCNK1
32200,971_F8_1,ENSG00000137309,HMGA1
32200,971_F8_2,ENSG00000137309,HMGA1
635,51_B8_1,ENSG00000100292,HMOX1
635,51_B8_2,ENSG00000100292,HMOX1
27389,207_G3_1,ENSG00000123131,PRDX4
27389,207_G3_2,ENSG00000123131,PRDX4
47362,643_C4_2,ENSG00000123131,PRDX4
47362,643_C4_3,ENSG00000123131,PRDX4
18888,199_H6_1,ENSG00000170581,STAT2
18888,199_H6_2,ENSG00000170581,STAT2
35529,590_G8_1,ENSG00000115145,STAM2
35529,590_G8_2,ENSG00000115145,STAM2
51324,799_B7_1,ENSG00000112079,STK38
51324,799_B7_2,ENSG00000112079,STK38
38935,415_F12_2,ENSG00000158458,NRG2
38935,415_F12_3,ENSG00000158458,NRG2
8094,625_E7_1,ENSG00000166949,SMAD3
8094,625_E7_2,ENSG00000166949,SMAD3
46386,918_B12_1,ENSG00000166949,SMAD3
46386,918_B12_2,ENSG00000166949,SMAD3
38489,435_E1_1,ENSG00000150433,TMEM218
38489,435_E1_2,ENSG00000150433,TMEM218
41189,570_F6_1,ENSG00000180573,H2AC6
41189,570_F6_2,ENSG00000180573,H2AC6
45156,571_G12_2,ENSG00000105258,POLR2I
45156,571_G12_3,ENSG00000105258,POLR2I
21557,190_D1_1,ENSG00000176994,SMCR8
21557,190_D1_2,ENSG00000176994,SMCR8
24646,609_D1_1,ENSG00000176994,SMCR8
24646,609_D1_2,ENSG00000176994,SMCR8
44700,527_G3_2,ENSG00000040275,SPDL1
44700,527_G3_3,ENSG00000040275,SPDL1
29273,296_G6_2,ENSG00000196235,SUPT5H
29273,296_G6_1,ENSG00000196235,SUPT5H
34370,946_A4_1,ENSG00000196235,SUPT5H
34370,946_A4_2,ENSG00000196235,SUPT5H
41019,474_E2_1,ENSG00000124222,STX16
41019,474_E2_5,ENSG00000124222,STX16
42033,813_C12_1,ENSG00000124222,STX16
42033,813_C12_3,ENSG00000124222,STX16
11272,108_H11_1,ENSG00000135046,ANXA1
11272,108_H11_2,ENSG00000135046,ANXA1
13023,638_E11_1,ENSG00000135046,ANXA1
13023,638_E11_2,ENSG00000135046,ANXA1
44869,862_H2_1,ENSG00000114098,ARMC8
44869,862_H2_2,ENSG00000114098,ARMC8
11662,617_H9_3,ENSG00000125347,IRF1
11662,617_H9_4,ENSG00000125347,IRF1
36671,407_D7_1,ENSG00000174173,TRMT10C
36671,407_D7_2,ENSG00000174173,TRMT10C
37504,406_D12_1,ENSG00000087206,UIMC1
37504,406_D12_2,ENSG00000087206,UIMC1
23748,216_F10_1,ENSG00000104450,SPAG1
23748,216_F10_2,ENSG00000104450,SPAG1
40751,1004_G7_1,ENSG00000103067,ESRP2
40751,1004_G7_2,ENSG00000103067,ESRP2
48618,733_D9_1,ENSG00000103067,ESRP2
48618,733_D9_2,ENSG00000103067,ESRP2
9572,921_A6_1,ENSG00000095002,MSH2
9572,921_A6_2,ENSG00000095002,MSH2
36774,406_D7_1,ENSG00000163623,NKX6-1
36774,406_D7_2,ENSG00000163623,NKX6-1
6148,36_G6_1,ENSG00000004478,FKBP4
6148,36_G6_2,ENSG00000004478,FKBP4
13505,625_E4_1,ENSG00000168939,SPRY3
13505,625_E4_2,ENSG00000168939,SPRY3
47325,643_E4_2,ENSG00000145384,FABP2
47325,643_E4_3,ENSG00000145384,FABP2
47326,946_D11_4,ENSG00000145384,FABP2
47326,946_D11_5,ENSG00000145384,FABP2
43231,488_A6_1,ENSG00000213390,ARHGAP19
43231,488_A6_3,ENSG00000213390,ARHGAP19
261,57_H9_1,ENSG00000143549,TPM3
261,57_H9_2,ENSG00000143549,TPM3
42973,899_G5_1,ENSG00000057663,ATG5
42973,899_G5_2,ENSG00000057663,ATG5
20071,242_H6_1,ENSG00000184545,DUSP8
20071,242_H6_2,ENSG00000184545,DUSP8
20240,299_B4_2,ENSG00000087074,PPP1R15A
20240,299_B4_3,ENSG00000087074,PPP1R15A
21788,234_D10_1,ENSG00000138398,PPIG
21788,234_D10_2,ENSG00000138398,PPIG
43275,1004_G1_2,ENSG00000105278,ZFR2
43275,1004_G1_3,ENSG00000105278,ZFR2
19044,116_G10_1,ENSG00000003402,CFLAR
19044,116_G10_2,ENSG00000003402,CFLAR
22157,623_H8_1,ENSG00000003402,CFLAR
22157,623_H8_2,ENSG00000003402,CFLAR
25216,626_G4_1,ENSG00000003402,CFLAR
25216,626_G4_2,ENSG00000003402,CFLAR
59540,1005_D10_1,ENSG00000198700,IPO9
59540,1005_D10_2,ENSG00000198700,IPO9
1399,27_D7_1,ENSG00000196839,ADA
1399,27_D7_2,ENSG00000196839,ADA
52591,855_E10_1,ENSG00000153487,ING1
52591,855_E10_2,ENSG00000153487,ING1
24689,240_C9_1,ENSG00000185015,CA13
24689,240_C9_2,ENSG00000185015,CA13
1521,60_E9_1,ENSG00000256683,ZNF350
1521,60_E9_2,ENSG00000256683,ZNF350
42141,813_G7_2,ENSG00000065135,GNAI3
42141,813_G7_3,ENSG00000065135,GNAI3
38059,836_G12_1,ENSG00000124207,CSE1L
38059,836_G12_2,ENSG00000124207,CSE1L
38060,862_G4_1,ENSG00000124207,CSE1L
38060,862_G4_2,ENSG00000124207,CSE1L
14907,172_D1_1,ENSG00000162366,PDZK1IP1
14907,172_D1_2,ENSG00000162366,PDZK1IP1
23117,193_C5_1,ENSG00000147677,EIF3H
23117,193_C5_2,ENSG00000147677,EIF3H
31742,379_D3_1,ENSG00000187583,PLEKHN1
31742,379_D3_2,ENSG00000187583,PLEKHN1
15015,172_H10_1,ENSG00000142186,SCYL1
15015,172_H10_2,ENSG00000142186,SCYL1
56873,919_B10_1,ENSG00000143811,PYCR2
56873,919_B10_2,ENSG00000143811,PYCR2
35255,373_B11_1,ENSG00000004838,ZMYND10
35255,373_B11_2,ENSG00000004838,ZMYND10
18856,150_E10_1,ENSG00000089916,GPATCH2L
18856,150_E10_2,ENSG00000089916,GPATCH2L
36792,638_B10_3,ENSG00000162869,PPP1R21
36792,638_B10_4,ENSG00000162869,PPP1R21
47403,622_G8_1,ENSG00000134686,PHC2
47403,622_G8_4,ENSG00000134686,PHC2
19951,222_B8_3,ENSG00000184924,PTRHD1
19951,222_B8_4,ENSG00000184924,PTRHD1
15942,621_A4_1,ENSG00000165416,SUGT1
15942,621_A4_2,ENSG00000165416,SUGT1
47037,1246_D2_5,ENSG00000006451,RALA
47037,1246_D2_8,ENSG00000006451,RALA
36913,441_E9_1,ENSG00000112972,HMGCS1
36913,441_E9_2,ENSG00000112972,HMGCS1
36914,441_C7_1,ENSG00000112972,HMGCS1
36914,441_C7_2,ENSG00000112972,HMGCS1
