assay_id,image_id,gene,gene name
58513,1308_E5_5,ENSG00000183762,KREMEN1
46129,866_F7_1,ENSG00000048649,RSF1
46129,866_F7_2,ENSG00000048649,RSF1
39774,1307_F1_1,ENSG00000083812,ZNF324
39774,1307_F1_3,ENSG00000083812,ZNF324
54847,1036_B7_1,ENSG00000087495,PHACTR3
54847,1036_B7_2,ENSG00000087495,PHACTR3
61608,1153_G4_1,ENSG00000162517,PEF1
61608,1153_G4_2,ENSG00000162517,PEF1
56030,1475_F11_2,ENSG00000131095,GFAP
56030,1475_F11_4,ENSG00000131095,GFAP
50179,716_G7_1,ENSG00000151338,MIPOL1
50179,716_G7_2,ENSG00000151338,MIPOL1
69297,1947_G1_4,ENSG00000161992,PRR35
69297,1947_G1_6,ENSG00000161992,PRR35
48671,716_D7_1,ENSG00000124635,H2BC11
48671,716_D7_2,ENSG00000124635,H2BC11
65730,1265_D9_1,ENSG00000174010,KLHL15
65730,1265_D9_6,ENSG00000174010,KLHL15
40945,1035_F1_3,ENSG00000139970,RTN1
40945,1035_F1_4,ENSG00000139970,RTN1
30359,1043_C2_2,ENSG00000103269,RHBDL1
30359,1043_C2_4,ENSG00000103269,RHBDL1
30360,1043_D2_1,ENSG00000103269,RHBDL1
30360,1043_D2_2,ENSG00000103269,RHBDL1
47771,804_G6_1,ENSG00000168273,SMIM4
47771,804_G6_2,ENSG00000168273,SMIM4
51411,865_A11_1,ENSG00000154309,DISP1
51411,865_A11_2,ENSG00000154309,DISP1
62905,1273_E4_3,ENSG00000138036,DYNC2LI1
62905,1273_E4_4,ENSG00000138036,DYNC2LI1
64312,1272_F10_2,ENSG00000180900,SCRIB
64312,1272_F10_3,ENSG00000180900,SCRIB
61788,1307_D3_1,ENSG00000139613,SMARCC2
61788,1307_D3_2,ENSG00000139613,SMARCC2
55264,1036_F2_1,ENSG00000099889,ARVCF
55264,1036_F2_2,ENSG00000099889,ARVCF
63675,1273_B10_1,ENSG00000099889,ARVCF
63675,1273_B10_2,ENSG00000099889,ARVCF
53471,806_F2_3,ENSG00000006530,AGK
53471,806_F2_4,ENSG00000006530,AGK
47122,1828_C5_5,ENSG00000204351,SKIC2
47122,1828_C5_6,ENSG00000204351,SKIC2
57978,1039_A9_1,ENSG00000114805,PLCH1
57978,1039_A9_3,ENSG00000114805,PLCH1
60667,1308_G12_2,ENSG00000204532,ZSCAN5C
60667,1308_G12_6,ENSG00000204532,ZSCAN5C
67988,1564_B12_1,ENSG00000138083,SIX3
67988,1564_B12_6,ENSG00000138083,SIX3
51122,804_D11_1,ENSG00000255302,EID1
51122,804_D11_2,ENSG00000255302,EID1
64820,1273_G12_1,ENSG00000141569,TRIM65
64820,1273_G12_2,ENSG00000141569,TRIM65
66556,1288_F7_1,ENSG00000136997,MYC
66556,1288_F7_2,ENSG00000136997,MYC
66090,1284_C12_1,ENSG00000145414,NAF1
66090,1284_C12_3,ENSG00000145414,NAF1
18836,1042_C4_2,ENSG00000186197,EDARADD
18836,1042_C4_3,ENSG00000186197,EDARADD
51935,1182_D1_1,ENSG00000102409,BEX4
51935,1182_D1_2,ENSG00000102409,BEX4
67561,1284_A6_1,ENSG00000139223,ANP32D
67561,1284_A6_3,ENSG00000139223,ANP32D
48465,716_H5_1,ENSG00000161692,DBF4B
48465,716_H5_2,ENSG00000161692,DBF4B
60667,1308_G12_2,ENSG00000131848,ZSCAN5A
60667,1308_G12_6,ENSG00000131848,ZSCAN5A
43313,765_F3_1,ENSG00000103365,GGA2
43313,765_F3_2,ENSG00000103365,GGA2
74011,1569_A12_1,ENSG00000111802,TDP2
74011,1569_A12_2,ENSG00000111802,TDP2
49831,805_G8_1,ENSG00000087053,MTMR2
49831,805_G8_2,ENSG00000087053,MTMR2
50524,866_D6_1,ENSG00000113368,LMNB1
50524,866_D6_2,ENSG00000113368,LMNB1
49439,765_D4_1,ENSG00000104897,SF3A2
49439,765_D4_2,ENSG00000104897,SF3A2
42828,715_E6_1,ENSG00000138663,COPS4
42828,715_E6_2,ENSG00000138663,COPS4
49270,805_A5_1,ENSG00000177879,AP3S1
49270,805_A5_3,ENSG00000177879,AP3S1
5538,1729_H5_1,ENSG00000196693,ZNF33B
5538,1729_H5_4,ENSG00000196693,ZNF33B
41145,1639_E8_2,ENSG00000122574,WIPF3
41145,1639_E8_3,ENSG00000122574,WIPF3
67643,1284_G7_1,ENSG00000111666,CHPT1
67643,1284_G7_3,ENSG00000111666,CHPT1
58032,1043_C11_1,ENSG00000164077,MON1A
58032,1043_C11_5,ENSG00000164077,MON1A
59803,2028_F5_3,ENSG00000073598,FNDC8
59803,2028_F5_5,ENSG00000073598,FNDC8
42616,1910_F1_1,ENSG00000166582,CENPV
42616,1910_F1_2,ENSG00000166582,CENPV
45796,765_A3_1,ENSG00000132768,DPH2
45796,765_A3_2,ENSG00000132768,DPH2
61028,1511_F9_1,ENSG00000185453,ZSWIM9
61028,1511_F9_2,ENSG00000185453,ZSWIM9
77930,1693_G3_1,ENSG00000196547,MAN2A2
77930,1693_G3_2,ENSG00000196547,MAN2A2
46794,732_A5_1,ENSG00000148303,RPL7A
46794,732_A5_2,ENSG00000148303,RPL7A
42125,805_D1_1,ENSG00000198466,ZNF587
42125,805_D1_2,ENSG00000198466,ZNF587
35742,1581_C3_1,ENSG00000146243,IRAK1BP1
35742,1581_C3_2,ENSG00000146243,IRAK1BP1
36084,804_H3_2,ENSG00000126767,ELK1
36084,804_H3_3,ENSG00000126767,ELK1
59229,1729_A10_1,ENSG00000166261,ZNF202
59229,1729_A10_4,ENSG00000166261,ZNF202
48125,866_B5_1,ENSG00000198960,ARMCX6
48125,866_B5_3,ENSG00000198960,ARMCX6
60129,1043_A9_1,ENSG00000154781,CCDC174
60129,1043_A9_2,ENSG00000154781,CCDC174
50924,804_A10_1,ENSG00000111669,TPI1
50924,804_A10_3,ENSG00000111669,TPI1
53568,806_A7_1,ENSG00000111669,TPI1
53568,806_A7_2,ENSG00000111669,TPI1
62681,1272_F12_1,ENSG00000127774,EMC6
62681,1272_F12_5,ENSG00000127774,EMC6
40523,1040_C6_1,ENSG00000134330,IAH1
40523,1040_C6_2,ENSG00000134330,IAH1
42671,805_C2_1,ENSG00000215883,CYB5RL
42671,805_C2_2,ENSG00000215883,CYB5RL
67491,1288_A4_1,ENSG00000119559,C19orf25
67491,1288_A4_3,ENSG00000119559,C19orf25
50724,732_F9_1,ENSG00000095951,HIVEP1
50724,732_F9_2,ENSG00000095951,HIVEP1
48479,716_B6_1,ENSG00000135972,MRPS9
48479,716_B6_5,ENSG00000135972,MRPS9
74052,1909_F5_2,ENSG00000253626,EIF5AL1
74052,1909_F5_4,ENSG00000253626,EIF5AL1
5500,1909_B9_2,ENSG00000072501,SMC1A
5500,1909_B9_3,ENSG00000072501,SMC1A
26836,1265_B1_2,ENSG00000174652,ZNF266
26836,1265_B1_3,ENSG00000174652,ZNF266
43584,1281_B3_3,ENSG00000166704,ZNF606
43584,1281_B3_4,ENSG00000166704,ZNF606
62195,1307_C9_2,ENSG00000188976,NOC2L
62195,1307_C9_4,ENSG00000188976,NOC2L
49807,732_E2_1,ENSG00000170260,ZNF212
49807,732_E2_3,ENSG00000170260,ZNF212
54178,1036_H7_1,ENSG00000170260,ZNF212
54178,1036_H7_2,ENSG00000170260,ZNF212
62602,1273_H3_2,ENSG00000177666,PNPLA2
62602,1273_H3_5,ENSG00000177666,PNPLA2
46164,866_H4_1,ENSG00000063046,EIF4B
46164,866_H4_2,ENSG00000063046,EIF4B
49270,805_A5_1,ENSG00000157823,AP3S2
49270,805_A5_3,ENSG00000157823,AP3S2
47943,732_D10_1,ENSG00000153250,RBMS1
47943,732_D10_2,ENSG00000153250,RBMS1
66513,1288_D6_1,ENSG00000146278,PNRC1
66513,1288_D6_3,ENSG00000146278,PNRC1
67912,1284_F11_1,ENSG00000143919,CAMKMT
67912,1284_F11_2,ENSG00000143919,CAMKMT
52543,865_H4_1,ENSG00000172809,RPL38
52543,865_H4_2,ENSG00000172809,RPL38
28507,2118_C1_1,ENSG00000181450,ZNF678
28507,2118_C1_2,ENSG00000181450,ZNF678
43714,1947_C8_1,ENSG00000131264,CDX4
43714,1947_C8_3,ENSG00000131264,CDX4
36085,765_G1_1,ENSG00000180447,GAS1
36085,765_G1_3,ENSG00000180447,GAS1
48499,716_C6_1,ENSG00000131876,SNRPA1
48499,716_C6_3,ENSG00000131876,SNRPA1
35696,1182_G3_1,ENSG00000148700,ADD3
35696,1182_G3_2,ENSG00000148700,ADD3
39801,1040_D6_3,ENSG00000089053,ANAPC5
39801,1040_D6_4,ENSG00000089053,ANAPC5
57707,1039_H3_1,ENSG00000147274,RBMX
57707,1039_H3_3,ENSG00000147274,RBMX
49621,866_F12_1,ENSG00000161057,PSMC2
49621,866_F12_2,ENSG00000161057,PSMC2
46428,1153_D2_1,ENSG00000129991,TNNI3
46428,1153_D2_2,ENSG00000129991,TNNI3
56814,1035_D11_2,ENSG00000160799,CCDC12
56814,1035_D11_4,ENSG00000160799,CCDC12
1384,1472_A1_3,ENSG00000165025,SYK
1384,1472_A1_6,ENSG00000165025,SYK
49940,732_G8_1,ENSG00000260027,HOXB7
49940,732_G8_2,ENSG00000260027,HOXB7
5538,1729_H5_1,ENSG00000189180,ZNF33A
5538,1729_H5_4,ENSG00000189180,ZNF33A
47118,732_H5_2,ENSG00000088930,XRN2
47118,732_H5_3,ENSG00000088930,XRN2
50485,866_D4_1,ENSG00000088930,XRN2
50485,866_D4_2,ENSG00000088930,XRN2
59928,1043_C8_1,ENSG00000104979,C19orf53
59928,1043_C8_2,ENSG00000104979,C19orf53
61291,1307_C7_1,ENSG00000104979,C19orf53
61291,1307_C7_2,ENSG00000104979,C19orf53
79995,2001_C4_1,ENSG00000129084,PSMA1
79995,2001_C4_2,ENSG00000129084,PSMA1
29326,1040_A10_1,ENSG00000064995,TAF11
29326,1040_A10_2,ENSG00000064995,TAF11
49127,804_G8_2,ENSG00000064995,TAF11
49127,804_G8_3,ENSG00000064995,TAF11
49529,1482_A6_1,ENSG00000114646,CSPG5
49529,1482_A6_2,ENSG00000114646,CSPG5
67818,1482_H11_2,ENSG00000114646,CSPG5
67818,1482_H11_3,ENSG00000114646,CSPG5
34679,1182_A4_1,ENSG00000153157,SYCP2L
34679,1182_A4_2,ENSG00000153157,SYCP2L
39437,804_G3_2,ENSG00000133112,TPT1
39437,804_G3_3,ENSG00000133112,TPT1
53652,1040_E5_1,ENSG00000136960,ENPP2
53652,1040_E5_2,ENSG00000136960,ENPP2
47486,806_F1_1,ENSG00000198478,SH3BGRL2
47486,806_F1_2,ENSG00000198478,SH3BGRL2
66973,1265_A12_1,ENSG00000104899,AMH
66973,1265_A12_2,ENSG00000104899,AMH
61739,1307_B4_1,ENSG00000157895,C12orf43
61739,1307_B4_2,ENSG00000157895,C12orf43
31444,1182_A12_1,ENSG00000131558,EXOC4
31444,1182_A12_2,ENSG00000131558,EXOC4
28457,1466_A7_3,ENSG00000230124,ACBD6
28457,1466_A7_4,ENSG00000230124,ACBD6
60290,1039_A12_2,ENSG00000161956,SENP3
60290,1039_A12_4,ENSG00000161956,SENP3
57799,1308_A9_5,ENSG00000124795,DEK
57799,1308_A9_6,ENSG00000124795,DEK
48431,1578_D3_2,ENSG00000165671,NSD1
48431,1578_D3_3,ENSG00000165671,NSD1
70333,1569_C11_1,ENSG00000165671,NSD1
70333,1569_C11_2,ENSG00000165671,NSD1
62669,1469_D10_1,ENSG00000280165,PCDH20
62669,1469_D10_2,ENSG00000280165,PCDH20
68802,1288_B12_2,ENSG00000104973,MED25
68802,1288_B12_3,ENSG00000104973,MED25
48843,805_B12_1,ENSG00000105197,TIMM50
48843,805_B12_2,ENSG00000105197,TIMM50
56448,1035_F3_2,ENSG00000105197,TIMM50
56448,1035_F3_4,ENSG00000105197,TIMM50
72761,1578_A6_4,ENSG00000213281,NRAS
72761,1578_A6_6,ENSG00000213281,NRAS
1254,1472_C1_1,ENSG00000166165,CKB
1254,1472_C1_6,ENSG00000166165,CKB
18106,1124_H6_2,ENSG00000055732,MCOLN3
18106,1124_H6_3,ENSG00000055732,MCOLN3
44688,1693_F1_1,ENSG00000213316,LTC4S
44688,1693_F1_2,ENSG00000213316,LTC4S
47448,1578_C3_3,ENSG00000169727,GPS1
47448,1578_C3_4,ENSG00000169727,GPS1
50969,732_E10_1,ENSG00000130717,UCK1
50969,732_E10_2,ENSG00000130717,UCK1
29587,1124_E2_1,ENSG00000130348,QRSL1
29587,1124_E2_2,ENSG00000130348,QRSL1
55155,1182_F5_1,ENSG00000128713,HOXD11
55155,1182_F5_2,ENSG00000128713,HOXD11
69636,1512_E10_1,ENSG00000135409,AMHR2
69636,1512_E10_5,ENSG00000135409,AMHR2
35714,1569_F4_2,ENSG00000184613,NELL2
35714,1569_F4_3,ENSG00000184613,NELL2
59383,1039_F4_1,ENSG00000177842,ZNF620
59383,1039_F4_3,ENSG00000177842,ZNF620
61111,1127_G8_1,ENSG00000064607,SUGP2
61111,1127_G8_2,ENSG00000064607,SUGP2
49062,732_A7_1,ENSG00000063176,SPHK2
49062,732_A7_3,ENSG00000063176,SPHK2
78224,2028_H4_1,ENSG00000179168,GGN
78224,2028_H4_2,ENSG00000179168,GGN
63406,1947_A3_1,ENSG00000181378,CFAP65
63406,1947_A3_4,ENSG00000181378,CFAP65
59934,1039_F6_2,ENSG00000108604,SMARCD2
59934,1039_F6_3,ENSG00000108604,SMARCD2
61348,1307_H5_1,ENSG00000108604,SMARCD2
61348,1307_H5_2,ENSG00000108604,SMARCD2
36099,1693_B12_2,ENSG00000178522,AMBN
36099,1693_B12_3,ENSG00000178522,AMBN
62010,1127_F1_1,ENSG00000185787,MORF4L1
62010,1127_F1_2,ENSG00000185787,MORF4L1
69835,1511_F10_1,ENSG00000186787,SPIN2B
69835,1511_F10_2,ENSG00000186787,SPIN2B
18332,1639_D1_1,ENSG00000159387,IRX6
18332,1639_D1_5,ENSG00000159387,IRX6
66175,1469_A12_4,ENSG00000179083,FAM133A
66175,1469_A12_8,ENSG00000179083,FAM133A
44658,1475_F4_4,ENSG00000137101,CD72
44658,1475_F4_5,ENSG00000137101,CD72
49509,715_F11_1,ENSG00000111361,EIF2B1
49509,715_F11_2,ENSG00000111361,EIF2B1
61949,1127_G1_1,ENSG00000132485,ZRANB2
61949,1127_G1_2,ENSG00000132485,ZRANB2
43038,1639_D10_1,ENSG00000038358,EDC4
43038,1639_D10_2,ENSG00000038358,EDC4
68456,1288_E11_1,ENSG00000167986,DDB1
68456,1288_E11_2,ENSG00000167986,DDB1
48671,716_D7_1,ENSG00000274290,H2BC6
48671,716_D7_2,ENSG00000274290,H2BC6
48671,716_D7_1,ENSG00000184678,H2BC21
48671,716_D7_2,ENSG00000184678,H2BC21
68830,1569_B1_2,ENSG00000104341,LAPTM4B
68830,1569_B1_3,ENSG00000104341,LAPTM4B
18762,1035_D8_1,ENSG00000008405,CRY1
18762,1035_D8_2,ENSG00000008405,CRY1
61593,1307_G2_4,ENSG00000162231,NXF1
61593,1307_G2_5,ENSG00000162231,NXF1
67842,1284_B12_3,ENSG00000128739,SNRPN
67842,1284_B12_6,ENSG00000128739,SNRPN
73461,1482_H2_1,ENSG00000130035,GALNT8
73461,1482_H2_2,ENSG00000130035,GALNT8
74642,2031_D2_1,ENSG00000100216,TOMM22
74642,2031_D2_2,ENSG00000100216,TOMM22
27231,1042_C3_3,ENSG00000118420,UBE3D
27231,1042_C3_4,ENSG00000118420,UBE3D
18909,1124_B7_2,ENSG00000189283,FHIT
18909,1124_B7_3,ENSG00000189283,FHIT
74250,1910_E6_2,ENSG00000099364,FBXL19
74250,1910_E6_5,ENSG00000099364,FBXL19
68767,1482_B11_1,ENSG00000104853,CLPTM1
68767,1482_B11_2,ENSG00000104853,CLPTM1
74653,1466_F12_2,ENSG00000169783,LINGO1
74653,1466_F12_3,ENSG00000169783,LINGO1
31813,1182_E2_3,ENSG00000132563,REEP2
31813,1182_E2_4,ENSG00000132563,REEP2
42221,1475_G3_3,ENSG00000181029,TRAPPC5
42221,1475_G3_5,ENSG00000181029,TRAPPC5
61059,1153_E9_1,ENSG00000100335,MIEF1
61059,1153_E9_2,ENSG00000100335,MIEF1
49331,1281_G4_1,ENSG00000115468,EFHD1
49331,1281_G4_3,ENSG00000115468,EFHD1
56959,1281_D1_3,ENSG00000115468,EFHD1
56959,1281_D1_4,ENSG00000115468,EFHD1
69047,1482_E10_1,ENSG00000143033,MTF2
69047,1482_E10_2,ENSG00000143033,MTF2
69066,1482_G10_1,ENSG00000143033,MTF2
69066,1482_G10_2,ENSG00000143033,MTF2
28242,1729_D5_1,ENSG00000146090,RASGEF1C
28242,1729_D5_3,ENSG00000146090,RASGEF1C
73601,1729_C10_3,ENSG00000205571,SMN2
73601,1729_C10_4,ENSG00000205571,SMN2
74612,1828_H3_1,ENSG00000204256,BRD2
74612,1828_H3_3,ENSG00000204256,BRD2
382,1042_B7_1,ENSG00000128573,FOXP2
382,1042_B7_2,ENSG00000128573,FOXP2
1679,1042_A4_2,ENSG00000128573,FOXP2
1679,1042_A4_3,ENSG00000128573,FOXP2
75980,1828_A7_1,ENSG00000101997,CCDC22
75980,1828_A7_2,ENSG00000101997,CCDC22
36287,1042_G10_3,ENSG00000250722,SELENOP
36287,1042_G10_6,ENSG00000250722,SELENOP
46620,1472_F8_2,ENSG00000168438,CDC40
46620,1472_F8_4,ENSG00000168438,CDC40
62626,1127_E10_1,ENSG00000100258,LMF2
62626,1127_E10_2,ENSG00000100258,LMF2
50992,732_F10_1,ENSG00000186153,WWOX
50992,732_F10_2,ENSG00000186153,WWOX
63551,1272_E6_1,ENSG00000165672,PRDX3
63551,1272_E6_2,ENSG00000165672,PRDX3
71642,1947_G6_1,ENSG00000206113,CFAP99
71642,1947_G6_3,ENSG00000206113,CFAP99
50020,805_A6_2,ENSG00000146592,CREB5
50020,805_A6_3,ENSG00000146592,CREB5
61622,1153_G2_2,ENSG00000146592,CREB5
61622,1153_G2_3,ENSG00000146592,CREB5
63157,1265_H2_2,ENSG00000130844,ZNF331
63157,1265_H2_4,ENSG00000130844,ZNF331
39999,1036_A10_1,ENSG00000169972,PUSL1
39999,1036_A10_2,ENSG00000169972,PUSL1
28007,1910_G10_1,ENSG00000116874,WARS2
28007,1910_G10_2,ENSG00000116874,WARS2
12618,1124_G10_1,ENSG00000169239,CA5B
12618,1124_G10_2,ENSG00000169239,CA5B
73143,2031_H6_4,ENSG00000147889,CDKN2A
73143,2031_H6_5,ENSG00000147889,CDKN2A
62648,2118_E5_1,ENSG00000112238,PRDM13
62648,2118_E5_2,ENSG00000112238,PRDM13
69705,1581_H9_5,ENSG00000112238,PRDM13
69705,1581_H9_6,ENSG00000112238,PRDM13
57705,1639_F9_2,ENSG00000112964,GHR
57705,1639_F9_5,ENSG00000112964,GHR
49235,716_E10_1,ENSG00000143942,CHAC2
49235,716_E10_2,ENSG00000143942,CHAC2
48871,865_B12_7,ENSG00000128683,GAD1
48871,865_B12_8,ENSG00000128683,GAD1
4762,1828_G11_2,ENSG00000071243,ING3
4762,1828_G11_3,ENSG00000071243,ING3
67575,1265_H10_4,ENSG00000071243,ING3
67575,1265_H10_5,ENSG00000071243,ING3
60710,1127_C8_1,ENSG00000162521,RBBP4
60710,1127_C8_2,ENSG00000162521,RBBP4
60724,1127_F8_1,ENSG00000162521,RBBP4
60724,1127_F8_2,ENSG00000162521,RBBP4
6366,1124_H11_3,ENSG00000099821,POLRMT
6366,1124_H11_4,ENSG00000099821,POLRMT
66042,1288_D5_1,ENSG00000188785,ZNF548
66042,1288_D5_3,ENSG00000188785,ZNF548
43429,1472_B9_2,ENSG00000165810,BTNL9
43429,1472_B9_3,ENSG00000165810,BTNL9
4763,1910_A1_1,ENSG00000137273,FOXF2
4763,1910_A1_3,ENSG00000137273,FOXF2
75365,2031_F2_1,ENSG00000177600,RPLP2
75365,2031_F2_6,ENSG00000177600,RPLP2
5968,1124_G12_1,ENSG00000136630,HLX
5968,1124_G12_3,ENSG00000136630,HLX
28412,1039_E2_2,ENSG00000159023,EPB41
28412,1039_E2_3,ENSG00000159023,EPB41
79932,2001_B2_1,ENSG00000100030,MAPK1
79932,2001_B2_2,ENSG00000100030,MAPK1
50074,805_B6_1,ENSG00000164093,PITX2
50074,805_B6_2,ENSG00000164093,PITX2
63404,1947_F5_1,ENSG00000180878,C11orf42
63404,1947_F5_2,ENSG00000180878,C11orf42
39553,1040_H7_1,ENSG00000135336,ORC3
39553,1040_H7_2,ENSG00000135336,ORC3
29895,715_E4_1,ENSG00000117419,ERI3
29895,715_E4_2,ENSG00000117419,ERI3
72145,1564_C4_1,ENSG00000196724,ZNF418
72145,1564_C4_2,ENSG00000196724,ZNF418
